cif name= ./4329528.cif
./4329528.cif
Full Formula (Na16 Nb16 O48)
ce_symbol  = L:2
ce_fraction=  0.7184715381517932
species:coords:index
Nb1 : [1.96421 5.90061 0.     ] : 17
Nb1 : [1.95635316 5.90139675 3.93356029] : 21
!!!atention to nb coordination!!!
         [1.9679203850483529, 1.987658621089782]
         [1.9679203850483526, 1.9876586210897818]

ce_symbol  = SS:4
ce_fraction=  0.11385058767221189
species:coords:index
Nb1 : [1.96421 5.90061 0.     ] : 17
Na1 : [0.        7.86748   1.9188099] : 0
Na1 : [0.         3.93374    2.02890555] : 8
Nb1 : [1.95635316 5.90139675 3.93356029] : 21
!!!atention to nb coordination!!!
         [1.9679203850483529, 2.7620705499704568, 2.5712912536243384, 1.987658621089782]
         [1.9679203850483526, 2.7620705499704568, 2.571291253624339, 1.9876586210897818]

ce_symbol  = T:4
ce_fraction=  0.07666346859311497
species:coords:index
Nb1 : [1.96421 5.90061 0.     ] : 17
Na1 : [0.        7.86748   1.9188099] : 0
Na1 : [0.         3.93374    2.02890555] : 8
Nb1 : [1.95635316 5.90139675 3.93356029] : 21
!!!atention to nb coordination!!!
         [1.9679203850483529, 2.7620705499704568, 2.5712912536243384, 1.987658621089782]
         [1.9679203850483526, 2.7620705499704568, 2.571291253624339, 1.9876586210897818]

ce_symbol  = TS:3
ce_fraction=  0.07383848637157076
species:coords:index
Nb1 : [1.96421 5.90061 0.     ] : 17
Na1 : [0.         3.93374    2.02890555] : 8
Nb1 : [1.95635316 5.90139675 3.93356029] : 21
!!!atention to nb coordination!!!
         [1.9679203850483529, 2.5712912536243384, 1.987658621089782]
         [1.9679203850483526, 2.571291253624339, 1.9876586210897818]

ce_symbol  = TL:3
ce_fraction=  0.01624252080593406
species:coords:index
Nb1 : [1.96421 5.90061 0.     ] : 17
Na1 : [0.         3.93374    2.02890555] : 8
Nb1 : [1.95635316 5.90139675 3.93356029] : 21
!!!atention to nb coordination!!!
         [1.9679203850483529, 2.5712912536243384, 1.987658621089782]
         [1.9679203850483526, 2.571291253624339, 1.9876586210897818]

ce_symbol  = TY:3
ce_fraction=  0.0008614586057668812
species:coords:index
Nb1 : [1.96421 5.90061 0.     ] : 17
Na1 : [0.         3.93374    2.02890555] : 8
Nb1 : [1.95635316 5.90139675 3.93356029] : 21
!!!atention to nb coordination!!!
         [1.9679203850483529, 2.5712912536243384, 1.987658621089782]
         [1.9679203850483526, 2.571291253624339, 1.9876586210897818]

ce_symbol  = A:2
ce_fraction=  7.193979960811012e-05
species:coords:index
Nb1 : [1.96421 5.90061 0.     ] : 17
Nb1 : [1.95635316 5.90139675 3.93356029] : 21
!!!atention to nb coordination!!!
         [1.9679203850483529, 1.987658621089782]
         [1.9679203850483526, 1.9876586210897818]


**isite= 50
O1 : [6.05919501 2.09668342 1.95655698]

ce_symbol  = L:2
ce_fraction=  0.7184715381517917
species:coords:index
Nb1 : [5.90048684 1.96608325 3.93356029] : 22
Nb1 : [5.89263 1.96687 0.     ] : 18

ce_symbol  = SS:4
ce_fraction=  0.11385058767221229
species:coords:index
Nb1 : [5.90048684 1.96608325 3.93356029] : 22
Nb1 : [5.89263 1.96687 0.     ] : 18
Na1 : [7.85684    3.93374    2.02890555] : 8
Na1 : [7.85684   0.        1.9188099] : 0
!!!atention to nb coordination!!!
         [1.9876586210897818, 1.9679203850483526, 2.5712912536243397, 2.762070549970457]
         [1.9876586210897818, 1.9679203850483526, 2.571291253624339, 2.762070549970457]

ce_symbol  = T:4
ce_fraction=  0.07666346859311467
species:coords:index
Nb1 : [5.90048684 1.96608325 3.93356029] : 22
Nb1 : [5.89263 1.96687 0.     ] : 18
Na1 : [7.85684    3.93374    2.02890555] : 8
Na1 : [7.85684   0.        1.9188099] : 0
!!!atention to nb coordination!!!
         [1.9876586210897818, 1.9679203850483526, 2.5712912536243397, 2.762070549970457]
         [1.9876586210897818, 1.9679203850483526, 2.571291253624339, 2.762070549970457]

ce_symbol  = TS:3
ce_fraction=  0.07383848637157209
species:coords:index
Nb1 : [5.90048684 1.96608325 3.93356029] : 22
Nb1 : [5.89263 1.96687 0.     ] : 18
Na1 : [7.85684    3.93374    2.02890555] : 8
!!!atention to nb coordination!!!
         [1.9876586210897818, 1.9679203850483526, 2.5712912536243397]
         [1.9876586210897818, 1.9679203850483526, 2.571291253624339]

ce_symbol  = TL:3
ce_fraction=  0.016242520805934295
species:coords:index
Nb1 : [5.90048684 1.96608325 3.93356029] : 22
Nb1 : [5.89263 1.96687 0.     ] : 18
Na1 : [7.85684    3.93374    2.02890555] : 8
!!!atention to nb coordination!!!
         [1.9876586210897818, 1.9679203850483526, 2.5712912536243397]
         [1.9876586210897818, 1.9679203850483526, 2.571291253624339]

ce_symbol  = TY:3
ce_fraction=  0.0008614586057668832
species:coords:index
Nb1 : [5.90048684 1.96608325 3.93356029] : 22
Nb1 : [5.89263 1.96687 0.     ] : 18
Na1 : [7.85684    3.93374    2.02890555] : 8
!!!atention to nb coordination!!!
         [1.9876586210897818, 1.9679203850483526, 2.5712912536243397]
         [1.9876586210897818, 1.9679203850483526, 2.571291253624339]

ce_symbol  = A:2
ce_fraction=  7.19397996081101e-05
species:coords:index
Nb1 : [5.90048684 1.96608325 3.93356029] : 22
Nb1 : [5.89263 1.96687 0.     ] : 18


**isite= 51
O1 : [1.79764499 2.09668342 1.95655698]

ce_symbol  = L:2
ce_fraction=  0.7184715381517912
species:coords:index
Nb1 : [1.96421 1.96687 0.     ] : 19
Nb1 : [1.95635316 1.96608325 3.93356029] : 23
!!!atention to nb coordination!!!
         [1.9679203850483526, 1.987658621089782]
         [1.9679203850483526, 1.9876586210897818]

ce_symbol  = SS:4
ce_fraction=  0.11385058767221219
species:coords:index
Nb1 : [1.96421 1.96687 0.     ] : 19
Nb1 : [1.95635316 1.96608325 3.93356029] : 23
Na1 : [0.         3.93374    2.02890555] : 8
Na1 : [0.        0.        1.9188099] : 0
!!!atention to nb coordination!!!
         [1.9679203850483526, 1.987658621089782, 2.5712912536243393, 2.762070549970457]
         [1.9679203850483526, 1.9876586210897818, 2.571291253624339, 2.762070549970457]

ce_symbol  = T:4
ce_fraction=  0.07666346859311496
species:coords:index
Nb1 : [1.96421 1.96687 0.     ] : 19
Nb1 : [1.95635316 1.96608325 3.93356029] : 23
Na1 : [0.         3.93374    2.02890555] : 8
Na1 : [0.        0.        1.9188099] : 0
!!!atention to nb coordination!!!
         [1.9679203850483526, 1.987658621089782, 2.5712912536243393, 2.762070549970457]
         [1.9679203850483526, 1.9876586210897818, 2.571291253624339, 2.762070549970457]

ce_symbol  = TS:3
ce_fraction=  0.07383848637157224
species:coords:index
Nb1 : [1.96421 1.96687 0.     ] : 19
Nb1 : [1.95635316 1.96608325 3.93356029] : 23
Na1 : [0.         3.93374    2.02890555] : 8
!!!atention to nb coordination!!!
         [1.9679203850483526, 1.987658621089782, 2.5712912536243393]
         [1.9679203850483526, 1.9876586210897818, 2.571291253624339]

ce_symbol  = TL:3
ce_fraction=  0.016242520805934323
species:coords:index
Nb1 : [1.96421 1.96687 0.     ] : 19
Nb1 : [1.95635316 1.96608325 3.93356029] : 23
Na1 : [0.         3.93374    2.02890555] : 8
!!!atention to nb coordination!!!
         [1.9679203850483526, 1.987658621089782, 2.5712912536243393]
         [1.9679203850483526, 1.9876586210897818, 2.571291253624339]

ce_symbol  = TY:3
ce_fraction=  0.0008614586057668981
species:coords:index
Nb1 : [1.96421 1.96687 0.     ] : 19
Nb1 : [1.95635316 1.96608325 3.93356029] : 23
Na1 : [0.         3.93374    2.02890555] : 8
!!!atention to nb coordination!!!
         [1.9679203850483526, 1.987658621089782, 2.5712912536243393]
         [1.9679203850483526, 1.9876586210897818, 2.571291253624339]

ce_symbol  = A:2
ce_fraction=  7.193979960811056e-05
species:coords:index
Nb1 : [1.96421 1.96687 0.     ] : 19
Nb1 : [1.95635316 1.96608325 3.93356029] : 23
!!!atention to nb coordination!!!
         [1.9679203850483526, 1.987658621089782]
         [1.9679203850483526, 1.9876586210897818]


**isite= 52
O1 : [ 5.72606499  6.03042342 13.77139302]

ce_symbol  = L:2
ce_fraction=  0.7184715381517909
species:coords:index
Nb1 : [ 5.89263  5.90061 15.72795] : 16
Nb1 : [ 5.88477316  5.89982325 11.79438971] : 24

ce_symbol  = SS:4
ce_fraction=  0.11385058767221187
species:coords:index
Nb1 : [ 5.89263  5.90061 15.72795] : 16
Na1 : [ 3.92842     7.86748    13.69904445] : 9
Nb1 : [ 5.88477316  5.89982325 11.79438971] : 24
Na1 : [ 3.92842    3.93374   13.8091401] : 1
!!!atention to nb coordination!!!
         [1.967920385048351, 2.571291253624339, 1.987658621089783, 2.7620705499704563]
         [1.967920385048351, 2.5712912536243384, 1.987658621089783, 2.7620705499704568]

ce_symbol  = T:4
ce_fraction=  0.07666346859311503
species:coords:index
Nb1 : [ 5.89263  5.90061 15.72795] : 16
Na1 : [ 3.92842     7.86748    13.69904445] : 9
Nb1 : [ 5.88477316  5.89982325 11.79438971] : 24
Na1 : [ 3.92842    3.93374   13.8091401] : 1
!!!atention to nb coordination!!!
         [1.967920385048351, 2.571291253624339, 1.987658621089783, 2.7620705499704563]
         [1.967920385048351, 2.5712912536243384, 1.987658621089783, 2.7620705499704568]

ce_symbol  = TS:3
ce_fraction=  0.07383848637157261
species:coords:index
Nb1 : [ 5.89263  5.90061 15.72795] : 16
Na1 : [ 3.92842     7.86748    13.69904445] : 9
Nb1 : [ 5.88477316  5.89982325 11.79438971] : 24
!!!atention to nb coordination!!!
         [1.967920385048351, 2.571291253624339, 1.987658621089783]
         [1.967920385048351, 2.5712912536243384, 1.987658621089783]

ce_symbol  = TL:3
ce_fraction=  0.016242520805934444
species:coords:index
Nb1 : [ 5.89263  5.90061 15.72795] : 16
Na1 : [ 3.92842     7.86748    13.69904445] : 9
Nb1 : [ 5.88477316  5.89982325 11.79438971] : 24
!!!atention to nb coordination!!!
         [1.967920385048351, 2.571291253624339, 1.987658621089783]
         [1.967920385048351, 2.5712912536243384, 1.987658621089783]

ce_symbol  = TY:3
ce_fraction=  0.0008614586057669024
species:coords:index
Nb1 : [ 5.89263  5.90061 15.72795] : 16
Na1 : [ 3.92842     7.86748    13.69904445] : 9
Nb1 : [ 5.88477316  5.89982325 11.79438971] : 24
!!!atention to nb coordination!!!
         [1.967920385048351, 2.571291253624339, 1.987658621089783]
         [1.967920385048351, 2.5712912536243384, 1.987658621089783]

ce_symbol  = A:2
ce_fraction=  7.193979960811121e-05
species:coords:index
Nb1 : [ 5.89263  5.90061 15.72795] : 16
Nb1 : [ 5.88477316  5.89982325 11.79438971] : 24


**isite= 53
O1 : [ 2.13077501  6.03042342 13.77139302]

ce_symbol  = L:2
ce_fraction=  0.7184715381517921
species:coords:index
Nb1 : [ 1.97206684  5.89982325 11.79438971] : 25
Nb1 : [ 1.96421  5.90061 15.72795] : 17
!!!atention to nb coordination!!!
         [1.9876586210897829, 1.9679203850483509]
         [1.9876586210897829, 1.967920385048351]

ce_symbol  = SS:4
ce_fraction=  0.11385058767221147
species:coords:index
Nb1 : [ 1.97206684  5.89982325 11.79438971] : 25
Na1 : [ 3.92842    3.93374   13.8091401] : 1
Na1 : [ 3.92842     7.86748    13.69904445] : 9
Nb1 : [ 1.96421  5.90061 15.72795] : 17
!!!atention to nb coordination!!!
         [1.9876586210897829, 2.762070549970457, 2.5712912536243397, 1.9679203850483509]
         [1.9876586210897829, 2.762070549970458, 2.5712912536243397, 1.967920385048351]

ce_symbol  = T:4
ce_fraction=  0.07666346859311454
species:coords:index
Nb1 : [ 1.97206684  5.89982325 11.79438971] : 25
Na1 : [ 3.92842    3.93374   13.8091401] : 1
Na1 : [ 3.92842     7.86748    13.69904445] : 9
Nb1 : [ 1.96421  5.90061 15.72795] : 17
!!!atention to nb coordination!!!
         [1.9876586210897829, 2.762070549970457, 2.5712912536243397, 1.9679203850483509]
         [1.9876586210897829, 2.762070549970458, 2.5712912536243397, 1.967920385048351]

ce_symbol  = TS:3
ce_fraction=  0.07383848637157242
species:coords:index
Nb1 : [ 1.97206684  5.89982325 11.79438971] : 25
Na1 : [ 3.92842     7.86748    13.69904445] : 9
Nb1 : [ 1.96421  5.90061 15.72795] : 17
!!!atention to nb coordination!!!
         [1.9876586210897829, 2.5712912536243397, 1.9679203850483509]
         [1.9876586210897829, 2.5712912536243397, 1.967920385048351]

ce_symbol  = TL:3
ce_fraction=  0.016242520805934392
species:coords:index
Nb1 : [ 1.97206684  5.89982325 11.79438971] : 25
Na1 : [ 3.92842     7.86748    13.69904445] : 9
Nb1 : [ 1.96421  5.90061 15.72795] : 17
!!!atention to nb coordination!!!
         [1.9876586210897829, 2.5712912536243397, 1.9679203850483509]
         [1.9876586210897829, 2.5712912536243397, 1.967920385048351]

ce_symbol  = TY:3
ce_fraction=  0.0008614586057668882
species:coords:index
Nb1 : [ 1.97206684  5.89982325 11.79438971] : 25
Na1 : [ 3.92842     7.86748    13.69904445] : 9
Nb1 : [ 1.96421  5.90061 15.72795] : 17
!!!atention to nb coordination!!!
         [1.9876586210897829, 2.5712912536243397, 1.9679203850483509]
         [1.9876586210897829, 2.5712912536243397, 1.967920385048351]

ce_symbol  = A:2
ce_fraction=  7.193979960810915e-05
species:coords:index
Nb1 : [ 1.97206684  5.89982325 11.79438971] : 25
Nb1 : [ 1.96421  5.90061 15.72795] : 17
!!!atention to nb coordination!!!
         [1.9876586210897829, 1.9679203850483509]
         [1.9876586210897829, 1.967920385048351]


**isite= 54
O1 : [ 5.72606499  1.83705658 13.77139302]

ce_symbol  = L:2
ce_fraction=  0.7184715381517913
species:coords:index
Nb1 : [ 5.89263  1.96687 15.72795] : 18
Nb1 : [ 5.88477316  1.96765675 11.79438971] : 26

ce_symbol  = SS:4
ce_fraction=  0.11385058767221168
species:coords:index
Na1 : [ 3.92842    3.93374   13.8091401] : 1
Nb1 : [ 5.89263  1.96687 15.72795] : 18
Na1 : [ 3.92842     0.         13.69904445] : 9
Nb1 : [ 5.88477316  1.96765675 11.79438971] : 26
!!!atention to nb coordination!!!
         [2.7620705499704576, 1.967920385048351, 2.571291253624339, 1.987658621089783]
         [2.7620705499704568, 1.967920385048351, 2.571291253624339, 1.987658621089783]

ce_symbol  = T:4
ce_fraction=  0.07666346859311497
species:coords:index
Na1 : [ 3.92842    3.93374   13.8091401] : 1
Nb1 : [ 5.89263  1.96687 15.72795] : 18
Na1 : [ 3.92842     0.         13.69904445] : 9
Nb1 : [ 5.88477316  1.96765675 11.79438971] : 26
!!!atention to nb coordination!!!
         [2.7620705499704576, 1.967920385048351, 2.571291253624339, 1.987658621089783]
         [2.7620705499704568, 1.967920385048351, 2.571291253624339, 1.987658621089783]

ce_symbol  = TS:3
ce_fraction=  0.07383848637157257
species:coords:index
Nb1 : [ 5.89263  1.96687 15.72795] : 18
Na1 : [ 3.92842     0.         13.69904445] : 9
Nb1 : [ 5.88477316  1.96765675 11.79438971] : 26

ce_symbol  = TL:3
ce_fraction=  0.01624252080593443
species:coords:index
Nb1 : [ 5.89263  1.96687 15.72795] : 18
Na1 : [ 3.92842     0.         13.69904445] : 9
Nb1 : [ 5.88477316  1.96765675 11.79438971] : 26

ce_symbol  = TY:3
ce_fraction=  0.0008614586057668988
species:coords:index
Nb1 : [ 5.89263  1.96687 15.72795] : 18
Na1 : [ 3.92842     0.         13.69904445] : 9
Nb1 : [ 5.88477316  1.96765675 11.79438971] : 26

ce_symbol  = A:2
ce_fraction=  7.19397996081108e-05
species:coords:index
Nb1 : [ 5.89263  1.96687 15.72795] : 18
Nb1 : [ 5.88477316  1.96765675 11.79438971] : 26


**isite= 55
O1 : [ 2.13077501  1.83705658 13.77139302]

ce_symbol  = L:2
ce_fraction=  0.7184715381517939
species:coords:index
Nb1 : [ 1.96421  1.96687 15.72795] : 19
Nb1 : [ 1.97206684  1.96765675 11.79438971] : 27
!!!atention to nb coordination!!!
         [1.967920385048351, 1.987658621089783]
         [1.967920385048351, 1.9876586210897829]

ce_symbol  = SS:4
ce_fraction=  0.11385058767221082
species:coords:index
Nb1 : [ 1.96421  1.96687 15.72795] : 19
Na1 : [ 3.92842     0.         13.69904445] : 9
Nb1 : [ 1.97206684  1.96765675 11.79438971] : 27
Na1 : [ 3.92842    3.93374   13.8091401] : 1
!!!atention to nb coordination!!!
         [1.967920385048351, 2.5712912536243397, 1.987658621089783, 2.762070549970458]
         [1.967920385048351, 2.5712912536243397, 1.9876586210897829, 2.7620705499704576]

ce_symbol  = T:4
ce_fraction=  0.07666346859311422
species:coords:index
Nb1 : [ 1.96421  1.96687 15.72795] : 19
Na1 : [ 3.92842     0.         13.69904445] : 9
Nb1 : [ 1.97206684  1.96765675 11.79438971] : 27
Na1 : [ 3.92842    3.93374   13.8091401] : 1
!!!atention to nb coordination!!!
         [1.967920385048351, 2.5712912536243397, 1.987658621089783, 2.762070549970458]
         [1.967920385048351, 2.5712912536243397, 1.9876586210897829, 2.7620705499704576]

ce_symbol  = TS:3
ce_fraction=  0.07383848637157178
species:coords:index
Nb1 : [ 1.96421  1.96687 15.72795] : 19
Na1 : [ 3.92842     0.         13.69904445] : 9
Nb1 : [ 1.97206684  1.96765675 11.79438971] : 27
!!!atention to nb coordination!!!
         [1.967920385048351, 2.5712912536243397, 1.987658621089783]
         [1.967920385048351, 2.5712912536243397, 1.9876586210897829]

ce_symbol  = TL:3
ce_fraction=  0.016242520805934274
species:coords:index
Nb1 : [ 1.96421  1.96687 15.72795] : 19
Na1 : [ 3.92842     0.         13.69904445] : 9
Nb1 : [ 1.97206684  1.96765675 11.79438971] : 27
!!!atention to nb coordination!!!
         [1.967920385048351, 2.5712912536243397, 1.987658621089783]
         [1.967920385048351, 2.5712912536243397, 1.9876586210897829]

ce_symbol  = TY:3
ce_fraction=  0.0008614586057668792
species:coords:index
Nb1 : [ 1.96421  1.96687 15.72795] : 19
Na1 : [ 3.92842     0.         13.69904445] : 9
Nb1 : [ 1.97206684  1.96765675 11.79438971] : 27
!!!atention to nb coordination!!!
         [1.967920385048351, 2.5712912536243397, 1.987658621089783]
         [1.967920385048351, 2.5712912536243397, 1.9876586210897829]

ce_symbol  = A:2
ce_fraction=  7.193979960810879e-05
species:coords:index
Nb1 : [ 1.96421  1.96687 15.72795] : 19
Nb1 : [ 1.97206684  1.96765675 11.79438971] : 27
!!!atention to nb coordination!!!
         [1.967920385048351, 1.987658621089783]
         [1.967920385048351, 1.9876586210897829]


**isite= 56
O1 : [5.71977952 5.86363284 5.90584523]

ce_symbol  = L:2
ce_fraction=  0.901818048582494
species:coords:index
Nb1 : [5.90048684 5.90139675 3.93356029] : 20
Nb1 : [5.89263  5.90061  7.863975] : 28
!!!atention to nb coordination!!!
         [1.980906129288314, 1.966091761399663]
         [1.9809061292883139, 1.966091761399663]

ce_symbol  = SS:4
ce_fraction=  0.05422604595226396
species:coords:index
Nb1 : [5.90048684 5.90139675 3.93356029] : 20
Nb1 : [5.89263  5.90061  7.863975] : 28
Na1 : [3.92842    3.93374    5.99234895] : 5
Na1 : [3.92842   7.86748   5.8822533] : 13
!!!atention to nb coordination!!!
         [1.980906129288314, 1.966091761399663, 2.6345660389627548, 2.687922791567705]
         [1.9809061292883139, 1.966091761399663, 2.6345660389627557, 2.687922791567705]

ce_symbol  = T:4
ce_fraction=  0.04393410561192547
species:coords:index
Nb1 : [5.90048684 5.90139675 3.93356029] : 20
Nb1 : [5.89263  5.90061  7.863975] : 28
Na1 : [3.92842    3.93374    5.99234895] : 5
Na1 : [3.92842   7.86748   5.8822533] : 13
!!!atention to nb coordination!!!
         [1.980906129288314, 1.966091761399663, 2.6345660389627548, 2.687922791567705]
         [1.9809061292883139, 1.966091761399663, 2.6345660389627557, 2.687922791567705]

ce_symbol  = A:2
ce_fraction=  2.1799853316504387e-05
species:coords:index
Nb1 : [5.90048684 5.90139675 3.93356029] : 20
Nb1 : [5.89263  5.90061  7.863975] : 28
!!!atention to nb coordination!!!
         [1.980906129288314, 1.966091761399663]
         [1.9809061292883139, 1.966091761399663]


**isite= 57
O1 : [2.13706048 5.86363284 5.90584523]

ce_symbol  = L:2
ce_fraction=  0.9018180485824941
species:coords:index
Nb1 : [1.96421  5.90061  7.863975] : 29
Nb1 : [1.95635316 5.90139675 3.93356029] : 21
!!!atention to nb coordination!!!
         [1.966091761399663, 1.980906129288314]
         [1.966091761399663, 1.9809061292883139]

ce_symbol  = SS:4
ce_fraction=  0.054226045952264004
species:coords:index
Na1 : [3.92842   7.86748   5.8822533] : 13
Nb1 : [1.96421  5.90061  7.863975] : 29
Na1 : [3.92842    3.93374    5.99234895] : 5
Nb1 : [1.95635316 5.90139675 3.93356029] : 21
!!!atention to nb coordination!!!
         [2.687922791567705, 1.966091761399663, 2.6345660389627548, 1.980906129288314]
         [2.687922791567705, 1.966091761399663, 2.6345660389627557, 1.9809061292883139]

ce_symbol  = T:4
ce_fraction=  0.043934105611925435
species:coords:index
Na1 : [3.92842   7.86748   5.8822533] : 13
Nb1 : [1.96421  5.90061  7.863975] : 29
Na1 : [3.92842    3.93374    5.99234895] : 5
Nb1 : [1.95635316 5.90139675 3.93356029] : 21
!!!atention to nb coordination!!!
         [2.687922791567705, 1.966091761399663, 2.6345660389627548, 1.980906129288314]
         [2.687922791567705, 1.966091761399663, 2.6345660389627557, 1.9809061292883139]

ce_symbol  = A:2
ce_fraction=  2.1799853316504153e-05
species:coords:index
Nb1 : [1.96421  5.90061  7.863975] : 29
Nb1 : [1.95635316 5.90139675 3.93356029] : 21
!!!atention to nb coordination!!!
         [1.966091761399663, 1.980906129288314]
         [1.966091761399663, 1.9809061292883139]


**isite= 58
O1 : [5.71977952 2.00384716 5.90584523]

ce_symbol  = L:2
ce_fraction=  0.9018180485824944
species:coords:index
Nb1 : [5.89263  1.96687  7.863975] : 30
Nb1 : [5.90048684 1.96608325 3.93356029] : 22
!!!atention to nb coordination!!!
         [1.966091761399663, 1.980906129288314]
         [1.966091761399663, 1.9809061292883139]

ce_symbol  = SS:4
ce_fraction=  0.05422604595226385
species:coords:index
Nb1 : [5.89263  1.96687  7.863975] : 30
Nb1 : [5.90048684 1.96608325 3.93356029] : 22
Na1 : [3.92842    3.93374    5.99234895] : 5
Na1 : [3.92842   0.        5.8822533] : 13
!!!atention to nb coordination!!!
         [1.966091761399663, 1.980906129288314, 2.6345660389627565, 2.6879227915677046]
         [1.966091761399663, 1.9809061292883139, 2.634566038962756, 2.6879227915677046]

ce_symbol  = T:4
ce_fraction=  0.043934105611925345
species:coords:index
Nb1 : [5.89263  1.96687  7.863975] : 30
Nb1 : [5.90048684 1.96608325 3.93356029] : 22
Na1 : [3.92842    3.93374    5.99234895] : 5
Na1 : [3.92842   0.        5.8822533] : 13
!!!atention to nb coordination!!!
         [1.966091761399663, 1.980906129288314, 2.6345660389627565, 2.6879227915677046]
         [1.966091761399663, 1.9809061292883139, 2.634566038962756, 2.6879227915677046]

ce_symbol  = A:2
ce_fraction=  2.1799853316504095e-05
species:coords:index
Nb1 : [5.89263  1.96687  7.863975] : 30
Nb1 : [5.90048684 1.96608325 3.93356029] : 22
!!!atention to nb coordination!!!
         [1.966091761399663, 1.980906129288314]
         [1.966091761399663, 1.9809061292883139]


**isite= 59
O1 : [2.13706048 2.00384716 5.90584523]

ce_symbol  = L:2
ce_fraction=  0.901818048582494
species:coords:index
Nb1 : [1.95635316 1.96608325 3.93356029] : 23
Nb1 : [1.96421  1.96687  7.863975] : 31

ce_symbol  = SS:4
ce_fraction=  0.05422604595226377
species:coords:index
Na1 : [3.92842    3.93374    5.99234895] : 5
Na1 : [3.92842   0.        5.8822533] : 13
Nb1 : [1.95635316 1.96608325 3.93356029] : 23
Nb1 : [1.96421  1.96687  7.863975] : 31
!!!atention to nb coordination!!!
         [2.6345660389627565, 2.6879227915677046, 1.9809061292883139, 1.966091761399663]
         [2.634566038962756, 2.6879227915677046, 1.9809061292883139, 1.966091761399663]

ce_symbol  = T:4
ce_fraction=  0.043934105611925685
species:coords:index
Na1 : [3.92842    3.93374    5.99234895] : 5
Na1 : [3.92842   0.        5.8822533] : 13
Nb1 : [1.95635316 1.96608325 3.93356029] : 23
Nb1 : [1.96421  1.96687  7.863975] : 31
!!!atention to nb coordination!!!
         [2.6345660389627565, 2.6879227915677046, 1.9809061292883139, 1.966091761399663]
         [2.634566038962756, 2.6879227915677046, 1.9809061292883139, 1.966091761399663]

ce_symbol  = A:2
ce_fraction=  2.1799853316504187e-05
species:coords:index
Nb1 : [1.95635316 1.96608325 3.93356029] : 23
Nb1 : [1.96421  1.96687  7.863975] : 31


**isite= 60
O1 : [6.06548048 5.93758716 9.82210478]

ce_symbol  = L:2
ce_fraction=  0.9018180485824943
species:coords:index
Nb1 : [ 5.88477316  5.89982325 11.79438971] : 24
Nb1 : [5.89263  5.90061  7.863975] : 28

ce_symbol  = SS:4
ce_fraction=  0.0542260459522637
species:coords:index
Nb1 : [ 5.88477316  5.89982325 11.79438971] : 24
Na1 : [7.85684   3.93374   9.8456967] : 12
Nb1 : [5.89263  5.90061  7.863975] : 28
Na1 : [7.85684    7.86748    9.73560105] : 4
!!!atention to nb coordination!!!
         [1.9809061292883126, 2.687922791567704, 1.9660917613996647, 2.634566038962756]
         [1.9809061292883126, 2.687922791567705, 1.9660917613996647, 2.6345660389627565]

ce_symbol  = T:4
ce_fraction=  0.043934105611925546
species:coords:index
Nb1 : [ 5.88477316  5.89982325 11.79438971] : 24
Na1 : [7.85684   3.93374   9.8456967] : 12
Nb1 : [5.89263  5.90061  7.863975] : 28
Na1 : [7.85684    7.86748    9.73560105] : 4
!!!atention to nb coordination!!!
         [1.9809061292883126, 2.687922791567704, 1.9660917613996647, 2.634566038962756]
         [1.9809061292883126, 2.687922791567705, 1.9660917613996647, 2.6345660389627565]

ce_symbol  = A:2
ce_fraction=  2.179985331650368e-05
species:coords:index
Nb1 : [ 5.88477316  5.89982325 11.79438971] : 24
Nb1 : [5.89263  5.90061  7.863975] : 28


**isite= 61
O1 : [1.79135952 5.93758716 9.82210478]

ce_symbol  = L:2
ce_fraction=  0.9018180485824945
species:coords:index
Nb1 : [1.96421  5.90061  7.863975] : 29
Nb1 : [ 1.97206684  5.89982325 11.79438971] : 25

ce_symbol  = SS:4
ce_fraction=  0.05422604595226379
species:coords:index
Nb1 : [1.96421  5.90061  7.863975] : 29
Na1 : [0.        3.93374   9.8456967] : 12
Nb1 : [ 1.97206684  5.89982325 11.79438971] : 25
Na1 : [0.         7.86748    9.73560105] : 4
!!!atention to nb coordination!!!
         [1.9660917613996647, 2.687922791567704, 1.9809061292883126, 2.634566038962756]
         [1.9660917613996647, 2.687922791567705, 1.9809061292883126, 2.634566038962756]

ce_symbol  = T:4
ce_fraction=  0.043934105611925296
species:coords:index
Nb1 : [1.96421  5.90061  7.863975] : 29
Na1 : [0.        3.93374   9.8456967] : 12
Nb1 : [ 1.97206684  5.89982325 11.79438971] : 25
Na1 : [0.         7.86748    9.73560105] : 4
!!!atention to nb coordination!!!
         [1.9660917613996647, 2.687922791567704, 1.9809061292883126, 2.634566038962756]
         [1.9660917613996647, 2.687922791567705, 1.9809061292883126, 2.634566038962756]

ce_symbol  = A:2
ce_fraction=  2.1799853316503255e-05
species:coords:index
Nb1 : [1.96421  5.90061  7.863975] : 29
Nb1 : [ 1.97206684  5.89982325 11.79438971] : 25


**isite= 62
O1 : [6.06548048 1.92989284 9.82210478]

ce_symbol  = L:2
ce_fraction=  0.9018180485824944
species:coords:index
Nb1 : [ 5.88477316  1.96765675 11.79438971] : 26
