cif name= ./1536817.cif
./1536817.cif
Full Formula (In10 Mo36 O56)
ce_symbol  = TL:3
ce_fraction=  0.7869327564100059
species:coords:index
Mo1 : [2.7670565  3.65322025 5.20193131] : 19
Mo1 : [0.09623156 3.5465145  4.53653638] : 11
Mo1 : [0.88886603 1.26885604 7.39802601] : 40
!!!atention to nb coordination!!!
         [2.0882598661270126, 1.9115822326122953, 2.0563707738590926]
         [2.088259866127012, 1.9115822326122953, 2.0563707738590926]

ce_symbol  = TY:3
ce_fraction=  0.17923372097919585
species:coords:index
Mo1 : [2.7670565  3.65322025 5.20193131] : 19
Mo1 : [0.09623156 3.5465145  4.53653638] : 11
Mo1 : [0.88886603 1.26885604 7.39802601] : 40
!!!atention to nb coordination!!!
         [2.0882598661270126, 1.9115822326122953, 2.0563707738590926]
         [2.088259866127012, 1.9115822326122953, 2.0563707738590926]

ce_symbol  = TS:3
ce_fraction=  0.03383352261079825
species:coords:index
Mo1 : [2.7670565  3.65322025 5.20193131] : 19
Mo1 : [0.09623156 3.5465145  4.53653638] : 11
Mo1 : [0.88886603 1.26885604 7.39802601] : 40
!!!atention to nb coordination!!!
         [2.0882598661270126, 1.9115822326122953, 2.0563707738590926]
         [2.088259866127012, 1.9115822326122953, 2.0563707738590926]


**isite= 100
O1 : [2.06075633 2.25576522 0.91290242]

ce_symbol  = TL:3
ce_fraction=  0.7869327564100062
species:coords:index
Mo1 : [3.70903056 1.10617975 0.34503399] : 20
Mo1 : [ 1.03820561  1.2128855  -0.32036095] : 12
Mo1 : [1.83084008 3.49054396 2.54112868] : 39
!!!atention to nb coordination!!!
         [2.0882598661270118, 1.9115822326122949, 2.0563707738590935]
         [2.0882598661270118, 1.9115822326122955, 2.056370773859093]

ce_symbol  = TY:3
ce_fraction=  0.17923372097919515
species:coords:index
Mo1 : [3.70903056 1.10617975 0.34503399] : 20
Mo1 : [ 1.03820561  1.2128855  -0.32036095] : 12
Mo1 : [1.83084008 3.49054396 2.54112868] : 39
!!!atention to nb coordination!!!
         [2.0882598661270118, 1.9115822326122949, 2.0563707738590935]
         [2.0882598661270118, 1.9115822326122955, 2.056370773859093]

ce_symbol  = TS:3
ce_fraction=  0.033833522610798625
species:coords:index
Mo1 : [3.70903056 1.10617975 0.34503399] : 20
Mo1 : [ 1.03820561  1.2128855  -0.32036095] : 12
Mo1 : [1.83084008 3.49054396 2.54112868] : 39
!!!atention to nb coordination!!!
         [2.0882598661270118, 1.9115822326122949, 2.0563707738590935]
         [2.0882598661270118, 1.9115822326122955, 2.056370773859093]


**isite= 101
O1 : [10.22856962  7.01516522  3.94399491]

ce_symbol  = TL:3
ce_fraction=  0.7869327564100076
species:coords:index
Mo1 : [10.45848587  8.24994396  2.31576865] : 38
Mo1 : [8.58029539 5.86557975 4.51186334] : 21
Mo1 : [11.25112034  5.9722855   5.17725827] : 13
!!!atention to nb coordination!!!
         [2.056370773859093, 2.0882598661270118, 1.9115822326122958]
         [2.056370773859093, 2.0882598661270118, 1.911582232612296]

ce_symbol  = TY:3
ce_fraction=  0.17923372097919327
species:coords:index
Mo1 : [10.45848587  8.24994396  2.31576865] : 38
Mo1 : [8.58029539 5.86557975 4.51186334] : 21
Mo1 : [11.25112034  5.9722855   5.17725827] : 13
!!!atention to nb coordination!!!
         [2.056370773859093, 2.0882598661270118, 1.9115822326122958]
         [2.056370773859093, 2.0882598661270118, 1.911582232612296]

ce_symbol  = TS:3
ce_fraction=  0.033833522610799124
species:coords:index
Mo1 : [10.45848587  8.24994396  2.31576865] : 38
Mo1 : [8.58029539 5.86557975 4.51186334] : 21
Mo1 : [11.25112034  5.9722855   5.17725827] : 13
!!!atention to nb coordination!!!
         [2.056370773859093, 2.0882598661270118, 1.9115822326122958]
         [2.056370773859093, 2.0882598661270118, 1.911582232612296]

END

