cif name= ./1534542.cif
./1534542.cif
Full Formula (Na36 Fe8 O28)
species:coords:index
Na1 : [5.62807548 9.8531242  5.38942946] : 22
Fe1 : [ 8.03975268 10.9980928   6.67655445] : 37
Na1 : [9.43080334 7.5721789  5.0477514 ] : 18
Na1 : [8.09215134 9.3695598  3.36413534] : 27
Na1 : [10.40897548 10.1288758   5.38942946] : 21
Na1 : [6.80608924 7.2714498  5.75175272] : 7
Na1 : [8.93454592 8.3264994  7.7729178 ] : 9
!!!atention to nb coordination!!!
         [2.418791863763452, 1.884621444489696, 2.4183337117258015, 2.4487891277444933, 2.618476419862505, 2.354388601280294, 2.413964668639017]
         [2.418791863763452, 1.8846214444896965, 2.418333711725801, 2.4487891277444933, 2.6184764198625055, 2.354388601280294, 2.413964668639019]


**isite= 66
O1 : [3.17069288 0.6634024  5.80852702]

ce_symbol  = ST:7
ce_fraction=  0.9410664069132161
species:coords:index
Na1 : [4.64990334 2.4188211  5.0477514 ] : 17
Na1 : [3.31125134 0.6214402  3.36413534] : 24
Na1 : [2.02518924 2.7195502  5.75175272] : 4
Fe1 : [ 3.25885268 -1.0070928   6.67655445] : 38
Na1 : [ 5.62807548 -0.1378758   5.38942946] : 22
Na1 : [4.15364592 1.6645006  7.7729178 ] : 10
Na1 : [0.84717548 0.1378758  5.38942946] : 21
!!!atention to nb coordination!!!
         [2.4183337117258024, 2.4487891277444933, 2.3543886012802946, 1.8846214444896956, 2.618476419862504, 2.4139646686390175, 2.4187918637634516]
         [2.418333711725802, 2.448789127744493, 2.3543886012802946, 1.8846214444896965, 2.6184764198625037, 2.413964668639019, 2.418791863763451]

ce_symbol  = PB:7
ce_fraction=  0.03702919128997286
species:coords:index
Na1 : [4.64990334 2.4188211  5.0477514 ] : 17
Na1 : [3.31125134 0.6214402  3.36413534] : 24
Na1 : [2.02518924 2.7195502  5.75175272] : 4
Fe1 : [ 3.25885268 -1.0070928   6.67655445] : 38
Na1 : [ 5.62807548 -0.1378758   5.38942946] : 22
Na1 : [4.15364592 1.6645006  7.7729178 ] : 10
Na1 : [0.84717548 0.1378758  5.38942946] : 21
!!!atention to nb coordination!!!
         [2.4183337117258024, 2.4487891277444933, 2.3543886012802946, 1.8846214444896956, 2.618476419862504, 2.4139646686390175, 2.4187918637634516]
         [2.418333711725802, 2.448789127744493, 2.3543886012802946, 1.8846214444896965, 2.6184764198625037, 2.413964668639019, 2.418791863763451]

ce_symbol  = S:1
ce_fraction=  0.012311344356733108
species:coords:index
Fe1 : [ 3.25885268 -1.0070928   6.67655445] : 38
!!!atention to nb coordination!!!
         [1.8846214444896956]
         [1.8846214444896965]

ce_symbol  = FO:7
ce_fraction=  0.009593057440078021
species:coords:index
Na1 : [4.64990334 2.4188211  5.0477514 ] : 17
Na1 : [3.31125134 0.6214402  3.36413534] : 24
Na1 : [2.02518924 2.7195502  5.75175272] : 4
Fe1 : [ 3.25885268 -1.0070928   6.67655445] : 38
Na1 : [ 5.62807548 -0.1378758   5.38942946] : 22
Na1 : [4.15364592 1.6645006  7.7729178 ] : 10
Na1 : [0.84717548 0.1378758  5.38942946] : 21
!!!atention to nb coordination!!!
         [2.4183337117258024, 2.4487891277444933, 2.3543886012802946, 1.8846214444896956, 2.618476419862504, 2.4139646686390175, 2.4187918637634516]
         [2.418333711725802, 2.448789127744493, 2.3543886012802946, 1.8846214444896965, 2.6184764198625037, 2.413964668639019, 2.418791863763451]


**isite= 67
O1 : [6.39110712 9.3275976  0.64722702]

ce_symbol  = ST:7
ce_fraction=  0.9410664069132142
species:coords:index
Na1 : [5.40815408 8.3264994  2.6116178 ] : 11
Fe1 : [ 6.30294732 10.9980928   1.51525445] : 39
Na1 : [ 3.93372452 10.1288758   0.22812946] : 23
Na1 : [ 4.91189666  7.5721789  -0.1135486 ] : 16
Na1 : [7.53661076 7.2714498  0.59045272] : 5
Na1 : [8.71462452 9.8531242  0.22812946] : 20
Na1 : [ 6.25054866  9.3695598  -1.79716466] : 25
!!!atention to nb coordination!!!
         [2.413964668639019, 1.8846214444896963, 2.6184764198625046, 2.4183337117258024, 2.354388601280294, 2.418791863763451, 2.4487891277444924]
         [2.413964668639019, 1.8846214444896965, 2.618476419862505, 2.418333711725802, 2.354388601280294, 2.418791863763451, 2.4487891277444933]

ce_symbol  = PB:7
ce_fraction=  0.037029191289973395
species:coords:index
Na1 : [5.40815408 8.3264994  2.6116178 ] : 11
Fe1 : [ 6.30294732 10.9980928   1.51525445] : 39
Na1 : [ 3.93372452 10.1288758   0.22812946] : 23
Na1 : [ 4.91189666  7.5721789  -0.1135486 ] : 16
Na1 : [7.53661076 7.2714498  0.59045272] : 5
Na1 : [8.71462452 9.8531242  0.22812946] : 20
Na1 : [ 6.25054866  9.3695598  -1.79716466] : 25
!!!atention to nb coordination!!!
         [2.413964668639019, 1.8846214444896963, 2.6184764198625046, 2.4183337117258024, 2.354388601280294, 2.418791863763451, 2.4487891277444924]
         [2.413964668639019, 1.8846214444896965, 2.618476419862505, 2.418333711725802, 2.354388601280294, 2.418791863763451, 2.4487891277444933]

ce_symbol  = S:1
ce_fraction=  0.012311344356734184
species:coords:index
Fe1 : [ 6.30294732 10.9980928   1.51525445] : 39
!!!atention to nb coordination!!!
         [1.8846214444896963]
         [1.8846214444896965]

ce_symbol  = FO:7
ce_fraction=  0.009593057440078198
species:coords:index
Na1 : [5.40815408 8.3264994  2.6116178 ] : 11
Fe1 : [ 6.30294732 10.9980928   1.51525445] : 39
Na1 : [ 3.93372452 10.1288758   0.22812946] : 23
Na1 : [ 4.91189666  7.5721789  -0.1135486 ] : 16
Na1 : [7.53661076 7.2714498  0.59045272] : 5
Na1 : [8.71462452 9.8531242  0.22812946] : 20
Na1 : [ 6.25054866  9.3695598  -1.79716466] : 25
!!!atention to nb coordination!!!
         [2.413964668639019, 1.8846214444896963, 2.6184764198625046, 2.4183337117258024, 2.354388601280294, 2.418791863763451, 2.4487891277444924]
         [2.413964668639019, 1.8846214444896965, 2.618476419862505, 2.418333711725802, 2.354388601280294, 2.418791863763451, 2.4487891277444933]


**isite= 68
O1 : [2.8972254  2.8863999  3.46013552]

ce_symbol  = S:1
ce_fraction=  0.48026424492756736
species:coords:index
Fe1 : [1.77677368 4.31391398 3.12196714] : 40
!!!atention to nb coordination!!!
         [1.845959470015336]
         [1.8459594700153357]

ce_symbol  = SS:4
ce_fraction=  0.4647077392847826
species:coords:index
Na1 : [4.91858992 3.3889472  2.46503688] : 15
Na1 : [2.02518924 2.7195502  5.75175272] : 4
Na1 : [3.31125134 0.6214402  3.36413534] : 24
Fe1 : [1.77677368 4.31391398 3.12196714] : 40
!!!atention to nb coordination!!!
         [2.308395463256236, 2.457599495050699, 2.304490389690746, 1.845959470015336]
         [2.3083954632562356, 2.4575994950507, 2.304490389690746, 1.8459594700153357]

ce_symbol  = S:5
ce_fraction=  0.04106699184982743
species:coords:index
Na1 : [4.91858992 3.3889472  2.46503688] : 15
Na1 : [2.02518924 2.7195502  5.75175272] : 4
Na1 : [3.31125134 0.6214402  3.36413534] : 24
Fe1 : [1.77677368 4.31391398 3.12196714] : 40
Na1 : [4.64990334 2.4188211  5.0477514 ] : 17
!!!atention to nb coordination!!!
         [2.308395463256236, 2.457599495050699, 2.304490389690746, 1.845959470015336, 2.4106086530169604]
         [2.3083954632562356, 2.4575994950507, 2.304490389690746, 1.8459594700153357, 2.4106086530169613]

ce_symbol  = T:5
ce_fraction=  0.01396102393782272
species:coords:index
Na1 : [4.91858992 3.3889472  2.46503688] : 15
Na1 : [2.02518924 2.7195502  5.75175272] : 4
Na1 : [3.31125134 0.6214402  3.36413534] : 24
Fe1 : [1.77677368 4.31391398 3.12196714] : 40
Na1 : [4.64990334 2.4188211  5.0477514 ] : 17
!!!atention to nb coordination!!!
         [2.308395463256236, 2.457599495050699, 2.304490389690746, 1.845959470015336, 2.4106086530169604]
         [2.3083954632562356, 2.4575994950507, 2.304490389690746, 1.8459594700153357, 2.4106086530169613]


**isite= 69
O1 : [6.6645746  7.1046001  8.62143552]

ce_symbol  = S:1
ce_fraction=  0.48026424492756514
species:coords:index
Fe1 : [7.78502632 5.67708602 8.28326714] : 41
!!!atention to nb coordination!!!
         [1.8459594700153366]
         [1.8459594700153357]

ce_symbol  = SS:4
ce_fraction=  0.46470773928478504
species:coords:index
Fe1 : [7.78502632 5.67708602 8.28326714] : 41
Na1 : [ 7.53661076  7.2714498  10.91305272] : 5
Na1 : [4.64321008 6.6020528  7.62633688] : 14
Na1 : [6.25054866 9.3695598  8.52543534] : 25
!!!atention to nb coordination!!!
         [1.8459594700153366, 2.4575994950506996, 2.3083954632562373, 2.304490389690746]
         [1.8459594700153357, 2.4575994950506996, 2.308395463256237, 2.3044903896907454]

ce_symbol  = S:5
ce_fraction=  0.04106699184982718
species:coords:index
Fe1 : [7.78502632 5.67708602 8.28326714] : 41
Na1 : [ 7.53661076  7.2714498  10.91305272] : 5
Na1 : [4.64321008 6.6020528  7.62633688] : 14
Na1 : [6.25054866 9.3695598  8.52543534] : 25
Na1 : [ 4.91189666  7.5721789  10.2090514 ] : 16
!!!atention to nb coordination!!!
         [1.8459594700153366, 2.4575994950506996, 2.3083954632562373, 2.304490389690746, 2.410608653016961]
         [1.8459594700153357, 2.4575994950506996, 2.308395463256237, 2.3044903896907454, 2.410608653016962]

ce_symbol  = T:5
ce_fraction=  0.013961023937822668
species:coords:index
Fe1 : [7.78502632 5.67708602 8.28326714] : 41
Na1 : [ 7.53661076  7.2714498  10.91305272] : 5
Na1 : [4.64321008 6.6020528  7.62633688] : 14
Na1 : [6.25054866 9.3695598  8.52543534] : 25
Na1 : [ 4.91189666  7.5721789  10.2090514 ] : 16
!!!atention to nb coordination!!!
         [1.8459594700153366, 2.4575994950506996, 2.3083954632562373, 2.304490389690746, 2.410608653016961]
         [1.8459594700153357, 2.4575994950506996, 2.308395463256237, 2.3044903896907454, 2.410608653016962]


**isite= 70
O1 : [1.8836746  2.8863999  8.62143552]

ce_symbol  = S:1
ce_fraction=  0.48026424492756686
species:coords:index
Fe1 : [3.00412632 4.31391398 8.28326714] : 42
!!!atention to nb coordination!!!
         [1.845959470015336]
         [1.8459594700153354]

ce_symbol  = SS:4
ce_fraction=  0.46470773928478326
species:coords:index
Na1 : [ 2.75571076  2.7195502  10.91305272] : 6
Na1 : [-0.13768992  3.3889472   7.62633688] : 13
Na1 : [1.46964866 0.6214402  8.52543534] : 26
Fe1 : [3.00412632 4.31391398 8.28326714] : 42
!!!atention to nb coordination!!!
         [2.4575994950507, 2.3083954632562356, 2.304490389690746, 1.845959470015336]
         [2.4575994950507, 2.308395463256235, 2.304490389690746, 1.8459594700153354]

ce_symbol  = S:5
ce_fraction=  0.041066991849827365
species:coords:index
Na1 : [ 2.75571076  2.7195502  10.91305272] : 6
Na1 : [-0.13768992  3.3889472   7.62633688] : 13
Na1 : [ 0.13099666  2.4188211  10.2090514 ] : 19
Na1 : [1.46964866 0.6214402  8.52543534] : 26
Fe1 : [3.00412632 4.31391398 8.28326714] : 42
!!!atention to nb coordination!!!
         [2.4575994950507, 2.3083954632562356, 2.41060865301696, 2.304490389690746, 1.845959470015336]
         [2.4575994950507, 2.308395463256235, 2.4106086530169613, 2.304490389690746, 1.8459594700153354]

ce_symbol  = T:5
ce_fraction=  0.013961023937822638
species:coords:index
Na1 : [ 2.75571076  2.7195502  10.91305272] : 6
Na1 : [-0.13768992  3.3889472   7.62633688] : 13
Na1 : [ 0.13099666  2.4188211  10.2090514 ] : 19
Na1 : [1.46964866 0.6214402  8.52543534] : 26
Fe1 : [3.00412632 4.31391398 8.28326714] : 42
!!!atention to nb coordination!!!
         [2.4575994950507, 2.3083954632562356, 2.41060865301696, 2.304490389690746, 1.845959470015336]
         [2.4575994950507, 2.308395463256235, 2.4106086530169613, 2.304490389690746, 1.8459594700153354]


**isite= 71
O1 : [7.6781254  7.1046001  3.46013552]

ce_symbol  = S:1
ce_fraction=  0.4802642449275644
species:coords:index
Fe1 : [6.55767368 5.67708602 3.12196714] : 43

ce_symbol  = SS:4
ce_fraction=  0.4647077392847855
species:coords:index
Na1 : [6.80608924 7.2714498  5.75175272] : 7
Fe1 : [6.55767368 5.67708602 3.12196714] : 43
Na1 : [8.09215134 9.3695598  3.36413534] : 27
Na1 : [9.69948992 6.6020528  2.46503688] : 12
!!!atention to nb coordination!!!
         [2.4575994950506987, 1.8459594700153361, 2.304490389690746, 2.308395463256237]
         [2.4575994950506996, 1.8459594700153361, 2.304490389690746, 2.3083954632562365]

ce_symbol  = S:5
ce_fraction=  0.04106699184982732
species:coords:index
Na1 : [6.80608924 7.2714498  5.75175272] : 7
Fe1 : [6.55767368 5.67708602 3.12196714] : 43
Na1 : [8.09215134 9.3695598  3.36413534] : 27
Na1 : [9.43080334 7.5721789  5.0477514 ] : 18
Na1 : [9.69948992 6.6020528  2.46503688] : 12
!!!atention to nb coordination!!!
         [2.4575994950506987, 1.8459594700153361, 2.304490389690746, 2.4106086530169604, 2.308395463256237]
         [2.4575994950506996, 1.8459594700153361, 2.304490389690746, 2.410608653016961, 2.3083954632562365]

ce_symbol  = T:5
ce_fraction=  0.013961023937822663
species:coords:index
Na1 : [6.80608924 7.2714498  5.75175272] : 7
Fe1 : [6.55767368 5.67708602 3.12196714] : 43
Na1 : [8.09215134 9.3695598  3.36413534] : 27
Na1 : [9.43080334 7.5721789  5.0477514 ] : 18
Na1 : [9.69948992 6.6020528  2.46503688] : 12
!!!atention to nb coordination!!!
         [2.4575994950506987, 1.8459594700153361, 2.304490389690746, 2.4106086530169604, 2.308395463256237]
         [2.4575994950506996, 1.8459594700153361, 2.304490389690746, 2.410608653016961, 2.3083954632562365]

END

