cif name= ./2103776.cif
./2103776.cif
Full Formula (Li4 V36 O78)
Li1 : [3.68090354 1.8452     5.65658531] : 2
!!!atention to nb coordination!!!
         [2.350074081127645, 1.9552348131527142, 1.7254183520690909, 2.3500740811276444]
         [2.350074081127645, 1.955234813152716, 1.7254183520690902, 2.350074081127645]

ce_symbol  = T:4
ce_fraction=  0.04887032987327168
species:coords:index
Li1 : [ 3.68090354 -1.8452      5.65658531] : 2
V1 : [2.36866432 0.         7.525124  ] : 27
V1 : [1.58583286 0.         3.9734347 ] : 22
Li1 : [3.68090354 1.8452     5.65658531] : 2
!!!atention to nb coordination!!!
         [2.350074081127645, 1.9552348131527142, 1.7254183520690909, 2.3500740811276444]
         [2.350074081127645, 1.955234813152716, 1.7254183520690902, 2.350074081127645]

ce_symbol  = A:2
ce_fraction=  0.0029607668749812525
species:coords:index
V1 : [2.36866432 0.         7.525124  ] : 27
V1 : [1.58583286 0.         3.9734347 ] : 22
!!!atention to nb coordination!!!
         [1.9552348131527142, 1.7254183520690909]
         [1.955234813152716, 1.7254183520690902]


**isite= 100
O1 : [-3.2797905  1.8452    14.3340137]

ce_symbol  = L:2
ce_fraction=  1.0
species:coords:index
V1 : [-1.74052615  1.8452     13.73404255] : 30
V1 : [-5.14993165  1.8452     15.00360948] : 6
!!!atention to nb coordination!!!
         [1.6520593514026427, 1.986400375563034]
         [1.652059351402641, 1.9864003755630313]


**isite= 101
O1 : [9.73754887 0.         2.32259792]

ce_symbol  = L:2
ce_fraction=  1.0
species:coords:index
V1 : [8.19828452 0.         2.92256908] : 31
V1 : [11.60769002  0.          1.65300214] : 7
!!!atention to nb coordination!!!
         [1.6520593514026436, 1.9864003755630275]
         [1.652059351402642, 1.9864003755630308]


**isite= 102
O1 : [3.49892656 0.         3.28135249]

ce_symbol  = L:2
ce_fraction=  1.0
species:coords:index
V1 : [1.58583286 0.         3.9734347 ] : 22
V1 : [4.98485714 0.         2.52747425] : 28
!!!atention to nb coordination!!!
         [2.034429967583768, 1.6662299003140286]
         [2.034429967583768, 1.666229900314029]


**isite= 103
O1 : [ 2.95883181  1.8452     13.37525913]

ce_symbol  = L:2
ce_fraction=  1.0
species:coords:index
V1 : [ 4.87192551  1.8452     12.68317692] : 23
V1 : [ 1.47290124  1.8452     14.12913737] : 29
!!!atention to nb coordination!!!
         [2.034429967583769, 1.6662299003140288]
         [2.0344299675837685, 1.6662299003140293]


**isite= 104
O1 : [5.63347836 1.8452     8.62812482]

ce_symbol  = L:2
ce_fraction=  1.0
species:coords:index
V1 : [4.08909405 1.8452     9.13148762] : 26
V1 : [7.50038973 1.8452     7.88257488] : 32
!!!atention to nb coordination!!!
         [1.6243450938490096, 2.010274307267565]
         [1.6243450938490094, 2.010274307267565]


**isite= 105
O1 : [0.82428002 0.         8.0284868 ]

ce_symbol  = L:2
ce_fraction=  1.0
species:coords:index
V1 : [2.36866432 0.         7.525124  ] : 27
V1 : [-1.04263136  0.          8.77403674] : 33
!!!atention to nb coordination!!!
         [1.6243450938490103, 2.010274307267564]
         [1.6243450938490103, 2.010274307267565]


**isite= 106
O1 : [2.53819401 1.8452     0.88446608]

ce_symbol  = L:2
ce_fraction=  1.0
species:coords:index
V1 : [0.68369002 1.8452     1.65300214] : 25
V1 : [4.09514647 1.8452     0.35378643] : 36
!!!atention to nb coordination!!!
         [2.0074443255123033, 1.6449078528201788]
         [2.0074443255123033, 1.6449078528201786]


**isite= 107
O1 : [ 3.91956436  0.         15.77214554]

ce_symbol  = L:2
ce_fraction=  1.0
species:coords:index
V1 : [ 5.77406835  0.         15.00360948] : 24
V1 : [ 2.3626119   0.         16.30282519] : 37
!!!atention to nb coordination!!!
         [2.007444325512303, 1.6449078528201775]
         [2.0074443255123033, 1.644907852820178]


**isite= 108
O1 : [4.78220221 0.         6.15628366]

ce_symbol  = TY:3
ce_fraction=  0.735957338211358
species:coords:index
Li1 : [3.68090354 1.8452     5.65658531] : 2
V1 : [6.36684793 0.         5.75535901] : 34
Li1 : [ 3.68090354 -1.8452      5.65658531] : 2
!!!atention to nb coordination!!!
         [2.206200408564584, 1.6345771971802172, 2.2062004085645843]
         [2.2062004085645834, 1.6345771971802179, 2.2062004085645834]

ce_symbol  = TL:3
ce_fraction=  0.17271566990440046
species:coords:index
Li1 : [3.68090354 1.8452     5.65658531] : 2
V1 : [6.36684793 0.         5.75535901] : 34
Li1 : [ 3.68090354 -1.8452      5.65658531] : 2
!!!atention to nb coordination!!!
         [2.206200408564584, 1.6345771971802172, 2.2062004085645843]
         [2.2062004085645834, 1.6345771971802179, 2.2062004085645834]

ce_symbol  = S:1
ce_fraction=  0.09132699188424152
species:coords:index
V1 : [6.36684793 0.         5.75535901] : 34
!!!atention to nb coordination!!!
         [1.6345771971802172]
         [1.6345771971802179]


**isite= 109
O1 : [ 1.67555616  1.8452     10.50032797]

ce_symbol  = TY:3
ce_fraction=  0.7359573382113609
species:coords:index
V1 : [ 0.09091044  1.8452     10.90125261] : 35
Li1 : [ 2.77685483  0.         11.00002632] : 3
Li1 : [ 2.77685483  3.6904     11.00002632] : 3
!!!atention to nb coordination!!!
         [1.6345771971802168, 2.2062004085645834, 2.2062004085645834]
         [1.6345771971802172, 2.206200408564584, 2.206200408564584]

ce_symbol  = TL:3
ce_fraction=  0.1727156699043988
species:coords:index
V1 : [ 0.09091044  1.8452     10.90125261] : 35
Li1 : [ 2.77685483  0.         11.00002632] : 3
Li1 : [ 2.77685483  3.6904     11.00002632] : 3
!!!atention to nb coordination!!!
         [1.6345771971802168, 2.2062004085645834, 2.2062004085645834]
         [1.6345771971802172, 2.206200408564584, 2.206200408564584]

ce_symbol  = S:1
ce_fraction=  0.09132699188424047
species:coords:index
V1 : [ 0.09091044  1.8452     10.90125261] : 35
!!!atention to nb coordination!!!
         [1.6345771971802168]
         [1.6345771971802172]


**isite= 110
O1 : [ 6.73346159  1.8452     11.98293297]

ce_symbol  = L:2
ce_fraction=  1.0
species:coords:index
V1 : [ 8.32291884  1.8452     11.55102703] : 20
V1 : [ 4.87192551  1.8452     12.68317692] : 23
!!!atention to nb coordination!!!
         [1.6470935235877786, 1.9888836474186073]
         [1.6470935235877782, 1.988883647418608]


**isite= 111
O1 : [-0.27570322  0.          4.67367865]

ce_symbol  = L:2
ce_fraction=  1.0
species:coords:index
V1 : [-1.86516046  0.          5.10558459] : 21
V1 : [1.58583286 0.         3.9734347 ] : 22
!!!atention to nb coordination!!!
         [1.6470935235877844, 1.9888836474186067]
         [1.6470935235877795, 1.9888836474186062]


**isite= 112
O1 : [-0.69829969  1.8452     15.14419129]

ce_symbol  = TL:3
ce_fraction=  0.9145982426738639
species:coords:index
V1 : [-1.74052615  1.8452     13.73404255] : 30
V1 : [-0.37109516  1.8452     17.01039805] : 36
V1 : [ 1.47290124  1.8452     14.12913737] : 29
!!!atention to nb coordination!!!
         [1.7534980668518425, 1.8946742456221144, 2.396757789312043]
         [1.75349806685184, 1.8946742456221142, 2.396757789312042]

ce_symbol  = TS:3
ce_fraction=  0.04304701910406322
species:coords:index
V1 : [-1.74052615  1.8452     13.73404255] : 30
V1 : [-0.37109516  1.8452     17.01039805] : 36
V1 : [ 1.47290124  1.8452     14.12913737] : 29
!!!atention to nb coordination!!!
         [1.7534980668518425, 1.8946742456221144, 2.396757789312043]
         [1.75349806685184, 1.8946742456221142, 2.396757789312042]

ce_symbol  = TY:3
ce_fraction=  0.04235473822207281
species:coords:index
V1 : [-1.74052615  1.8452     13.73404255] : 30
V1 : [-0.37109516  1.8452     17.01039805] : 36
V1 : [ 1.47290124  1.8452     14.12913737] : 29
!!!atention to nb coordination!!!
         [1.7534980668518425, 1.8946742456221144, 2.396757789312043]
         [1.75349806685184, 1.8946742456221142, 2.396757789312042]


**isite= 113
O1 : [7.15605806 0.         1.51242034]

ce_symbol  = TL:3
ce_fraction=  0.9145982426738638
species:coords:index
V1 : [4.98485714 0.         2.52747425] : 28
V1 : [ 6.82885353  0.         -0.35378643] : 37
V1 : [8.19828452 0.         2.92256908] : 31
!!!atention to nb coordination!!!
         [2.3967577893120424, 1.8946742456221184, 1.7534980668518378]
         [2.396757789312042, 1.8946742456221142, 1.7534980668518394]

ce_symbol  = TS:3
ce_fraction=  0.0430470191040634
species:coords:index
V1 : [4.98485714 0.         2.52747425] : 28
V1 : [ 6.82885353  0.         -0.35378643] : 37
V1 : [8.19828452 0.         2.92256908] : 31
!!!atention to nb coordination!!!
         [2.3967577893120424, 1.8946742456221184, 1.7534980668518378]
         [2.396757789312042, 1.8946742456221142, 1.7534980668518394]

ce_symbol  = TY:3
ce_fraction=  0.04235473822207278
species:coords:index
V1 : [4.98485714 0.         2.52747425] : 28
V1 : [ 6.82885353  0.         -0.35378643] : 37
V1 : [8.19828452 0.         2.92256908] : 31
!!!atention to nb coordination!!!
         [2.3967577893120424, 1.8946742456221184, 1.7534980668518378]
         [2.396757789312042, 1.8946742456221142, 1.7534980668518394]


**isite= 114
O1 : [6.12506308 0.         3.88265617]

ce_symbol  = TL:3
ce_fraction=  0.9580719580050245
species:coords:index
V1 : [8.19828452 0.         2.92256908] : 31
V1 : [4.98485714 0.         2.52747425] : 28
V1 : [6.36684793 0.         5.75535901] : 34
!!!atention to nb coordination!!!
         [2.284735082661786, 1.7710413966749745, 1.888246768790286]
         [2.2847350826617876, 1.7710413966749734, 1.8882467687902869]

ce_symbol  = TY:3
ce_fraction=  0.030364305832350384
species:coords:index
V1 : [8.19828452 0.         2.92256908] : 31
V1 : [4.98485714 0.         2.52747425] : 28
V1 : [6.36684793 0.         5.75535901] : 34
!!!atention to nb coordination!!!
         [2.284735082661786, 1.7710413966749745, 1.888246768790286]
         [2.2847350826617876, 1.7710413966749734, 1.8882467687902869]

ce_symbol  = TS:3
ce_fraction=  0.011563736162625087
species:coords:index
V1 : [8.19828452 0.         2.92256908] : 31
V1 : [4.98485714 0.         2.52747425] : 28
V1 : [6.36684793 0.         5.75535901] : 34
!!!atention to nb coordination!!!
         [2.284735082661786, 1.7710413966749745, 1.888246768790286]
         [2.2847350826617876, 1.7710413966749734, 1.8882467687902869]


**isite= 115
O1 : [ 0.3326953   1.8452     12.77395545]

ce_symbol  = TL:3
ce_fraction=  0.9580719580050249
species:coords:index
V1 : [ 0.09091044  1.8452     10.90125261] : 35
V1 : [ 1.47290124  1.8452     14.12913737] : 29
V1 : [-1.74052615  1.8452     13.73404255] : 30
!!!atention to nb coordination!!!
         [1.8882467687902877, 1.7710413966749723, 2.284735082661786]
         [1.888246768790286, 1.7710413966749736, 2.284735082661788]

ce_symbol  = TY:3
ce_fraction=  0.03036430583235025
species:coords:index
V1 : [ 0.09091044  1.8452     10.90125261] : 35
V1 : [ 1.47290124  1.8452     14.12913737] : 29
V1 : [-1.74052615  1.8452     13.73404255] : 30
!!!atention to nb coordination!!!
         [1.8882467687902877, 1.7710413966749723, 2.284735082661786]
         [1.888246768790286, 1.7710413966749736, 2.284735082661788]

ce_symbol  = TS:3
ce_fraction=  0.011563736162624945
species:coords:index
V1 : [ 0.09091044  1.8452     10.90125261] : 35
V1 : [ 1.47290124  1.8452     14.12913737] : 29
V1 : [-1.74052615  1.8452     13.73404255] : 30
!!!atention to nb coordination!!!
         [1.8882467687902877, 1.7710413966749723, 2.284735082661786]
         [1.888246768790286, 1.7710413966749736, 2.284735082661788]


**isite= 116
O1 : [-1.70529871  0.          7.05240936]

ce_symbol  = TS:3
ce_fraction=  0.9942348174717733
species:coords:index
V1 : [-1.86516046  0.          5.10558459] : 21
V1 : [-1.04263136  0.          8.77403674] : 33
V1 : [-3.42361027  0.          7.88257488] : 14
!!!atention to nb coordination!!!
         [1.953377191622969, 1.8447571213066711, 1.9083420612144015]
         [1.9533771916229676, 1.844757121306673, 1.9083420612143984]

ce_symbol  = TL:3
ce_fraction=  0.00576518252822667
species:coords:index
V1 : [-1.86516046  0.          5.10558459] : 21
V1 : [-1.04263136  0.          8.77403674] : 33
V1 : [-3.42361027  0.          7.88257488] : 14
!!!atention to nb coordination!!!
         [1.953377191622969, 1.8447571213066711, 1.9083420612144015]
         [1.9533771916229676, 1.844757121306673, 1.9083420612143984]


**isite= 117
O1 : [8.16305708 1.8452     9.60420226]

ce_symbol  = TS:3
ce_fraction=  0.9942348174717733
species:coords:index
V1 : [ 8.32291884  1.8452     11.55102703] : 20
V1 : [7.50038973 1.8452     7.88257488] : 32
V1 : [9.88136864 1.8452     8.77403674] : 15
!!!atention to nb coordination!!!
         [1.953377191622965, 1.844757121306676, 1.908342061214397]
         [1.9533771916229667, 1.844757121306674, 1.9083420612143995]

ce_symbol  = TL:3
ce_fraction=  0.005765182528226731
species:coords:index
V1 : [ 8.32291884  1.8452     11.55102703] : 20
V1 : [7.50038973 1.8452     7.88257488] : 32
V1 : [9.88136864 1.8452     8.77403674] : 15
!!!atention to nb coordination!!!
         [1.953377191622965, 1.844757121306676, 1.908342061214397]
         [1.9533771916229667, 1.844757121306674, 1.9083420612143995]

END

